,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
12,0.0837,https://api.spotify.com/v1/audio-analysis/5i4ITAhwIiUYVHlqDGACDn,0.774,226407,0.645,5i4ITAhwIiUYVHlqDGACDn,0.245,2,0.232,-8.392,1,0.0342,101.522,4,https://api.spotify.com/v1/tracks/5i4ITAhwIiUYVHlqDGACDn,audio_features,spotify:track:5i4ITAhwIiUYVHlqDGACDn,0.159
13,0.107,https://api.spotify.com/v1/audio-analysis/6uYlYDNbwA2y9QUatVp0wY,0.754,357827,0.759,6uYlYDNbwA2y9QUatVp0wY,0.826,11,0.135,-7.223,0,0.0335,112.954,4,https://api.spotify.com/v1/tracks/6uYlYDNbwA2y9QUatVp0wY,audio_features,spotify:track:6uYlYDNbwA2y9QUatVp0wY,0.821
14,0.287,https://api.spotify.com/v1/audio-analysis/58mtR07okFcW7R2UUJHy0F,0.753,267720,0.189,58mtR07okFcW7R2UUJHy0F,0.00301,5,0.0854,-14.235,0,0.0352,104.949,4,https://api.spotify.com/v1/tracks/58mtR07okFcW7R2UUJHy0F,audio_features,spotify:track:58mtR07okFcW7R2UUJHy0F,0.571
15,0.000188,https://api.spotify.com/v1/audio-analysis/6yQ8GTqnUsutwVDrnj0YlO,0.789,197640,0.514,6yQ8GTqnUsutwVDrnj0YlO,0.683,2,0.0748,-8.317,1,0.0481,84.991,4,https://api.spotify.com/v1/tracks/6yQ8GTqnUsutwVDrnj0YlO,audio_features,spotify:track:6yQ8GTqnUsutwVDrnj0YlO,0.262
16,0.402,https://api.spotify.com/v1/audio-analysis/23haEAIMyIEPnLFWGfyc88,0.719,189427,0.371,23haEAIMyIEPnLFWGfyc88,0.156,8,0.0631,-10.054,1,0.0868,172.469,4,https://api.spotify.com/v1/tracks/23haEAIMyIEPnLFWGfyc88,audio_features,spotify:track:23haEAIMyIEPnLFWGfyc88,0.35
17,0.146,https://api.spotify.com/v1/audio-analysis/1MzFmVDSl7Vm00f3Hw4Xfx,0.653,366373,0.506,1MzFmVDSl7Vm00f3Hw4Xfx,9.43e-05,10,0.0845,-8.755,1,0.0267,98.391,4,https://api.spotify.com/v1/tracks/1MzFmVDSl7Vm00f3Hw4Xfx,audio_features,spotify:track:1MzFmVDSl7Vm00f3Hw4Xfx,0.441
18,0.192,https://api.spotify.com/v1/audio-analysis/4nH0kopeH9MszNqfPDsjrI,0.757,240360,0.559,4nH0kopeH9MszNqfPDsjrI,0.00761,7,0.114,-5.611,0,0.0288,106.326,4,https://api.spotify.com/v1/tracks/4nH0kopeH9MszNqfPDsjrI,audio_features,spotify:track:4nH0kopeH9MszNqfPDsjrI,0.504
19,0.00801,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,0.856,269667,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.15e-05,0,0.0344,-7.223,1,0.0824,114.988,4,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.932
20,0.734,https://api.spotify.com/v1/audio-analysis/7z5Tafa3flrBYBbpVBseL4,0.845,200789,0.444,7z5Tafa3flrBYBbpVBseL4,0.0,9,0.134,-6.967,1,0.0534,132.024,4,https://api.spotify.com/v1/tracks/7z5Tafa3flrBYBbpVBseL4,audio_features,spotify:track:7z5Tafa3flrBYBbpVBseL4,0.761
21,0.655,https://api.spotify.com/v1/audio-analysis/6U7QjXYOaLJ741cIWPBTyN,0.478,226893,0.624,6U7QjXYOaLJ741cIWPBTyN,0.00197,5,0.114,-11.16,1,0.0393,138.708,4,https://api.spotify.com/v1/tracks/6U7QjXYOaLJ741cIWPBTyN,audio_features,spotify:track:6U7QjXYOaLJ741cIWPBTyN,0.564
22,0.00346,https://api.spotify.com/v1/audio-analysis/5wldXGLEOoRXxMWJ8rIUWE,0.723,176561,0.809,5wldXGLEOoRXxMWJ8rIUWE,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,https://api.spotify.com/v1/tracks/5wldXGLEOoRXxMWJ8rIUWE,audio_features,spotify:track:5wldXGLEOoRXxMWJ8rIUWE,0.271
23,0.00412,https://api.spotify.com/v1/audio-analysis/48G4Lhz9e6SqtjgD4u47pF,0.82,309677,0.767,48G4Lhz9e6SqtjgD4u47pF,0.343,11,0.0892,-6.224,0,0.0644,124.029,4,https://api.spotify.com/v1/tracks/48G4Lhz9e6SqtjgD4u47pF,audio_features,spotify:track:48G4Lhz9e6SqtjgD4u47pF,0.506
24,0.68,https://api.spotify.com/v1/audio-analysis/2IgfBpphXH5xJcQP2UFryN,0.654,293240,0.434,2IgfBpphXH5xJcQP2UFryN,0.0,1,0.123,-11.176,1,0.0676,137.687,4,https://api.spotify.com/v1/tracks/2IgfBpphXH5xJcQP2UFryN,audio_features,spotify:track:2IgfBpphXH5xJcQP2UFryN,0.625
25,0.54,https://api.spotify.com/v1/audio-analysis/0VCveHO3AX0OLRuTgpBKBJ,0.721,192893,0.507,0VCveHO3AX0OLRuTgpBKBJ,3.94e-06,9,0.114,-7.439,1,0.028,116.05,4,https://api.spotify.com/v1/tracks/0VCveHO3AX0OLRuTgpBKBJ,audio_features,spotify:track:0VCveHO3AX0OLRuTgpBKBJ,0.416
26,0.0876,https://api.spotify.com/v1/audio-analysis/4mVLzFbc3gaCoWCEENLouc,0.645,258333,0.923,4mVLzFbc3gaCoWCEENLouc,0.00359,9,0.0303,-9.781,0,0.0441,109.988,4,https://api.spotify.com/v1/tracks/4mVLzFbc3gaCoWCEENLouc,audio_features,spotify:track:4mVLzFbc3gaCoWCEENLouc,0.815
27,0.112,https://api.spotify.com/v1/audio-analysis/1wdemDqMqYyIVLLcy3dlP5,0.589,219133,0.92,1wdemDqMqYyIVLLcy3dlP5,1.82e-06,0,0.346,-4.3,1,0.137,190.001,4,https://api.spotify.com/v1/tracks/1wdemDqMqYyIVLLcy3dlP5,audio_features,spotify:track:1wdemDqMqYyIVLLcy3dlP5,0.839
28,0.417,https://api.spotify.com/v1/audio-analysis/2w2lfwoTELQyN940qM7Nfd,0.466,203641,0.747,2w2lfwoTELQyN940qM7Nfd,9.76e-06,4,0.107,-4.838,0,0.0795,92.161,4,https://api.spotify.com/v1/tracks/2w2lfwoTELQyN940qM7Nfd,audio_features,spotify:track:2w2lfwoTELQyN940qM7Nfd,0.43
29,0.0175,https://api.spotify.com/v1/audio-analysis/0zo4T5c5VV42554ySEc5J6,0.475,180173,0.836,0zo4T5c5VV42554ySEc5J6,0.0,4,0.104,-5.446,1,0.0529,123.144,4,https://api.spotify.com/v1/tracks/0zo4T5c5VV42554ySEc5J6,audio_features,spotify:track:0zo4T5c5VV42554ySEc5J6,0.716
30,0.033,https://api.spotify.com/v1/audio-analysis/5t6QgW9guk6MRptJJWgsFY,0.509,273533,0.846,5t6QgW9guk6MRptJJWgsFY,4.37e-05,2,0.12,-6.707,1,0.0369,135.844,4,https://api.spotify.com/v1/tracks/5t6QgW9guk6MRptJJWgsFY,audio_features,spotify:track:5t6QgW9guk6MRptJJWgsFY,0.758
31,0.141,https://api.spotify.com/v1/audio-analysis/2yrXGvn1lnySUjrniThAWS,0.727,285507,0.629,2yrXGvn1lnySUjrniThAWS,0.891,5,0.0466,-9.865,0,0.0402,104.982,4,https://api.spotify.com/v1/tracks/2yrXGvn1lnySUjrniThAWS,audio_features,spotify:track:2yrXGvn1lnySUjrniThAWS,0.549
32,0.202,https://api.spotify.com/v1/audio-analysis/7LprtXOhgQhz6FyhzgwyWy,0.713,356840,0.633,7LprtXOhgQhz6FyhzgwyWy,0.88,1,0.103,-11.689,1,0.0333,101.057,4,https://api.spotify.com/v1/tracks/7LprtXOhgQhz6FyhzgwyWy,audio_features,spotify:track:7LprtXOhgQhz6FyhzgwyWy,0.505
33,0.306,https://api.spotify.com/v1/audio-analysis/0xGa0PyJsByzRajl8KYefg,0.668,272627,0.558,0xGa0PyJsByzRajl8KYefg,0.888,5,0.0528,-11.645,0,0.0414,95.123,4,https://api.spotify.com/v1/tracks/0xGa0PyJsByzRajl8KYefg,audio_features,spotify:track:0xGa0PyJsByzRajl8KYefg,0.759
34,0.261,https://api.spotify.com/v1/audio-analysis/1PICa2dTwmmHgJOVcyJt4L,0.74,249680,0.5,1PICa2dTwmmHgJOVcyJt4L,0.137,7,0.0918,-7.88,1,0.0306,95.002,4,https://api.spotify.com/v1/tracks/1PICa2dTwmmHgJOVcyJt4L,audio_features,spotify:track:1PICa2dTwmmHgJOVcyJt4L,0.613
35,0.275,https://api.spotify.com/v1/audio-analysis/58qOzrycmuvrJjqv7wMnyB,0.667,284148,0.73,58qOzrycmuvrJjqv7wMnyB,0.737,9,0.359,-7.921,0,0.0267,99.001,4,https://api.spotify.com/v1/tracks/58qOzrycmuvrJjqv7wMnyB,audio_features,spotify:track:58qOzrycmuvrJjqv7wMnyB,0.743
36,0.765,https://api.spotify.com/v1/audio-analysis/5YZQX9uAj3xXt6J6rDQOdR,0.618,295387,0.756,5YZQX9uAj3xXt6J6rDQOdR,0.886,1,0.17,-7.895,0,0.0356,102.684,4,https://api.spotify.com/v1/tracks/5YZQX9uAj3xXt6J6rDQOdR,audio_features,spotify:track:5YZQX9uAj3xXt6J6rDQOdR,0.78
37,0.445,https://api.spotify.com/v1/audio-analysis/73PfIGxs7Y8Yga6Cn31oY0,0.699,236467,0.776,73PfIGxs7Y8Yga6Cn31oY0,0.654,10,0.0978,-7.283,0,0.0436,101.692,4,https://api.spotify.com/v1/tracks/73PfIGxs7Y8Yga6Cn31oY0,audio_features,spotify:track:73PfIGxs7Y8Yga6Cn31oY0,0.835
38,0.188,https://api.spotify.com/v1/audio-analysis/2dYkPKqJHjz9GIQ33grJaN,0.773,224840,0.464,2dYkPKqJHjz9GIQ33grJaN,0.943,5,0.11,-9.922,0,0.0311,97.465,4,https://api.spotify.com/v1/tracks/2dYkPKqJHjz9GIQ33grJaN,audio_features,spotify:track:2dYkPKqJHjz9GIQ33grJaN,0.852
39,0.469,https://api.spotify.com/v1/audio-analysis/1pAysqZEwPCdbBXmoAgrrV,0.625,253053,0.522,1pAysqZEwPCdbBXmoAgrrV,0.899,0,0.0848,-11.152,1,0.033,169.876,4,https://api.spotify.com/v1/tracks/1pAysqZEwPCdbBXmoAgrrV,audio_features,spotify:track:1pAysqZEwPCdbBXmoAgrrV,0.786
40,0.815,https://api.spotify.com/v1/audio-analysis/54Js67zP0GtrfmdfS3DqvY,0.584,318867,0.28,54Js67zP0GtrfmdfS3DqvY,0.000166,6,0.092,-14.526,0,0.0396,123.742,4,https://api.spotify.com/v1/tracks/54Js67zP0GtrfmdfS3DqvY,audio_features,spotify:track:54Js67zP0GtrfmdfS3DqvY,0.269
41,0.725,https://api.spotify.com/v1/audio-analysis/6ClxP0rIXb1yGX8JBOBBmY,0.338,424647,0.31,6ClxP0rIXb1yGX8JBOBBmY,0.00146,2,0.708,-14.638,0,0.0444,138.445,4,https://api.spotify.com/v1/tracks/6ClxP0rIXb1yGX8JBOBBmY,audio_features,spotify:track:6ClxP0rIXb1yGX8JBOBBmY,0.326
42,0.112,https://api.spotify.com/v1/audio-analysis/4wulgTH751C9Wou0hWDobO,0.693,213800,0.584,4wulgTH751C9Wou0hWDobO,0.00328,11,0.0935,-8.377,0,0.0959,180.027,4,https://api.spotify.com/v1/tracks/4wulgTH751C9Wou0hWDobO,audio_features,spotify:track:4wulgTH751C9Wou0hWDobO,0.358
43,0.36,https://api.spotify.com/v1/audio-analysis/1HiTKXJKNyMib5bwRT9RMv,0.647,209587,0.425,1HiTKXJKNyMib5bwRT9RMv,0.0,11,0.105,-10.216,0,0.265,131.821,4,https://api.spotify.com/v1/tracks/1HiTKXJKNyMib5bwRT9RMv,audio_features,spotify:track:1HiTKXJKNyMib5bwRT9RMv,0.375
44,0.298,https://api.spotify.com/v1/audio-analysis/4KRTc3Gp9LLfMktZ7Xe7U1,0.735,274293,0.375,4KRTc3Gp9LLfMktZ7Xe7U1,4.43e-05,11,0.109,-9.772,0,0.036,118.058,4,https://api.spotify.com/v1/tracks/4KRTc3Gp9LLfMktZ7Xe7U1,audio_features,spotify:track:4KRTc3Gp9LLfMktZ7Xe7U1,0.383
45,0.474,https://api.spotify.com/v1/audio-analysis/7LXxMApcyuh5A3sod0nV5s,0.562,359333,0.284,7LXxMApcyuh5A3sod0nV5s,0.807,0,0.222,-12.978,0,0.0273,87.25,4,https://api.spotify.com/v1/tracks/7LXxMApcyuh5A3sod0nV5s,audio_features,spotify:track:7LXxMApcyuh5A3sod0nV5s,0.219
46,0.192,https://api.spotify.com/v1/audio-analysis/6IMXG2APRSBLfbkr5K2Rgd,0.635,193840,0.239,6IMXG2APRSBLfbkr5K2Rgd,0.0,4,0.13,-13.924,0,0.0434,62.466,4,https://api.spotify.com/v1/tracks/6IMXG2APRSBLfbkr5K2Rgd,audio_features,spotify:track:6IMXG2APRSBLfbkr5K2Rgd,0.0757
47,0.908,https://api.spotify.com/v1/audio-analysis/6EFVCBRoInFA89V4wCwu9m,0.161,313613,0.251,6EFVCBRoInFA89V4wCwu9m,0.144,8,0.15,-13.195,0,0.0344,79.512,4,https://api.spotify.com/v1/tracks/6EFVCBRoInFA89V4wCwu9m,audio_features,spotify:track:6EFVCBRoInFA89V4wCwu9m,0.125
48,0.238,https://api.spotify.com/v1/audio-analysis/62dpuFjYSBBshX8C65oOm3,0.737,206533,0.1,62dpuFjYSBBshX8C65oOm3,0.529,1,0.0867,-23.583,1,0.173,132.922,5,https://api.spotify.com/v1/tracks/62dpuFjYSBBshX8C65oOm3,audio_features,spotify:track:62dpuFjYSBBshX8C65oOm3,0.425
49,0.0229,https://api.spotify.com/v1/audio-analysis/7krmjwPl5qAxJmYjmSfetn,0.905,320853,0.481,7krmjwPl5qAxJmYjmSfetn,0.82,1,0.112,-10.832,1,0.0759,130.024,4,https://api.spotify.com/v1/tracks/7krmjwPl5qAxJmYjmSfetn,audio_features,spotify:track:7krmjwPl5qAxJmYjmSfetn,0.552
50,0.769,https://api.spotify.com/v1/audio-analysis/768abuuxqLSQb1fnC8ORs1,0.736,261330,0.542,768abuuxqLSQb1fnC8ORs1,0.393,4,0.134,-9.466,0,0.0329,109.923,4,https://api.spotify.com/v1/tracks/768abuuxqLSQb1fnC8ORs1,audio_features,spotify:track:768abuuxqLSQb1fnC8ORs1,0.408
51,0.492,https://api.spotify.com/v1/audio-analysis/2ZKdcqyDje4i0PtjCrPkrf,0.696,253750,0.734,2ZKdcqyDje4i0PtjCrPkrf,0.516,5,0.115,-7.153,0,0.0334,94.961,4,https://api.spotify.com/v1/tracks/2ZKdcqyDje4i0PtjCrPkrf,audio_features,spotify:track:2ZKdcqyDje4i0PtjCrPkrf,0.797
52,0.376,https://api.spotify.com/v1/audio-analysis/4F00pGa6rKvXx043AXvowT,0.734,256227,0.589,4F00pGa6rKvXx043AXvowT,0.0268,9,0.119,-7.664,0,0.0306,99.964,4,https://api.spotify.com/v1/tracks/4F00pGa6rKvXx043AXvowT,audio_features,spotify:track:4F00pGa6rKvXx043AXvowT,0.628
53,0.209,https://api.spotify.com/v1/audio-analysis/5SvuXJKhqhw8jnQnqKegA5,0.664,269893,0.737,5SvuXJKhqhw8jnQnqKegA5,0.888,11,0.0817,-5.674,0,0.0498,93.116,4,https://api.spotify.com/v1/tracks/5SvuXJKhqhw8jnQnqKegA5,audio_features,spotify:track:5SvuXJKhqhw8jnQnqKegA5,0.29
54,0.16,https://api.spotify.com/v1/audio-analysis/5RBz7DhODMg5hVM5vJ9NrM,0.69,298773,0.731,5RBz7DhODMg5hVM5vJ9NrM,0.337,5,0.143,-5.741,0,0.0336,95.343,4,https://api.spotify.com/v1/tracks/5RBz7DhODMg5hVM5vJ9NrM,audio_features,spotify:track:5RBz7DhODMg5hVM5vJ9NrM,0.7
55,0.819,https://api.spotify.com/v1/audio-analysis/1oFONPY1hZ7CUliqjNBYCR,0.621,269173,0.517,1oFONPY1hZ7CUliqjNBYCR,0.926,6,0.0728,-12.679,0,0.0346,157.03,4,https://api.spotify.com/v1/tracks/1oFONPY1hZ7CUliqjNBYCR,audio_features,spotify:track:1oFONPY1hZ7CUliqjNBYCR,0.689
56,0.44,https://api.spotify.com/v1/audio-analysis/02IFnwB9sOwXYNm3z4NBRN,0.472,301853,0.655,02IFnwB9sOwXYNm3z4NBRN,0.868,7,0.163,-8.272,1,0.0406,89.242,4,https://api.spotify.com/v1/tracks/02IFnwB9sOwXYNm3z4NBRN,audio_features,spotify:track:02IFnwB9sOwXYNm3z4NBRN,0.678
57,0.106,https://api.spotify.com/v1/audio-analysis/22MmpJPOTKEadHzKmoutx2,0.628,270987,0.906,22MmpJPOTKEadHzKmoutx2,0.652,8,0.303,-5.23,1,0.0305,103.561,4,https://api.spotify.com/v1/tracks/22MmpJPOTKEadHzKmoutx2,audio_features,spotify:track:22MmpJPOTKEadHzKmoutx2,0.856
58,0.101,https://api.spotify.com/v1/audio-analysis/0c0BVgVakGq5rylCucXVau,0.709,308593,0.692,0c0BVgVakGq5rylCucXVau,0.0107,11,0.119,-6.918,0,0.0376,90.991,4,https://api.spotify.com/v1/tracks/0c0BVgVakGq5rylCucXVau,audio_features,spotify:track:0c0BVgVakGq5rylCucXVau,0.537
59,0.0946,https://api.spotify.com/v1/audio-analysis/0vEHMGB81YJ5QYrIIVExH9,0.692,250747,0.68,0vEHMGB81YJ5QYrIIVExH9,0.511,2,0.106,-7.185,0,0.0305,115.066,4,https://api.spotify.com/v1/tracks/0vEHMGB81YJ5QYrIIVExH9,audio_features,spotify:track:0vEHMGB81YJ5QYrIIVExH9,0.638
60,0.0972,https://api.spotify.com/v1/audio-analysis/3mmUYaYGHehxk2MSf7RHu5,0.733,257507,0.698,3mmUYaYGHehxk2MSf7RHu5,0.000359,5,0.0449,-8.719,0,0.0345,90.991,4,https://api.spotify.com/v1/tracks/3mmUYaYGHehxk2MSf7RHu5,audio_features,spotify:track:3mmUYaYGHehxk2MSf7RHu5,0.861
61,0.582,https://api.spotify.com/v1/audio-analysis/3LNFJRZnw42uPiYyEqnXOZ,0.684,332893,0.539,3LNFJRZnw42uPiYyEqnXOZ,0.859,4,0.0883,-10.551,0,0.0422,149.117,4,https://api.spotify.com/v1/tracks/3LNFJRZnw42uPiYyEqnXOZ,audio_features,spotify:track:3LNFJRZnw42uPiYyEqnXOZ,0.365
62,0.326,https://api.spotify.com/v1/audio-analysis/0EwbvviTc2MbAMcljcczJn,0.677,240000,0.582,0EwbvviTc2MbAMcljcczJn,0.668,4,0.538,-9.737,0,0.0371,89.979,4,https://api.spotify.com/v1/tracks/0EwbvviTc2MbAMcljcczJn,audio_features,spotify:track:0EwbvviTc2MbAMcljcczJn,0.444
63,0.508,https://api.spotify.com/v1/audio-analysis/7apgwUZ12wM8NiOE1f3ydw,0.575,280053,0.859,7apgwUZ12wM8NiOE1f3ydw,0.887,7,0.178,-7.524,1,0.0289,92.785,4,https://api.spotify.com/v1/tracks/7apgwUZ12wM8NiOE1f3ydw,audio_features,spotify:track:7apgwUZ12wM8NiOE1f3ydw,0.713
64,0.108,https://api.spotify.com/v1/audio-analysis/6yafxZlCDHvMjZYGgoW6zq,0.608,280400,0.641,6yafxZlCDHvMjZYGgoW6zq,0.922,1,0.134,-12.351,0,0.0327,98.825,4,https://api.spotify.com/v1/tracks/6yafxZlCDHvMjZYGgoW6zq,audio_features,spotify:track:6yafxZlCDHvMjZYGgoW6zq,0.787
65,0.479,https://api.spotify.com/v1/audio-analysis/6UkHSbQcqBwWZr98OSELoL,0.639,285467,0.617,6UkHSbQcqBwWZr98OSELoL,0.725,7,0.0766,-10.518,0,0.03,97.915,4,https://api.spotify.com/v1/tracks/6UkHSbQcqBwWZr98OSELoL,audio_features,spotify:track:6UkHSbQcqBwWZr98OSELoL,0.351
66,0.0538,https://api.spotify.com/v1/audio-analysis/4VJSwqmyH1g3TSOhUC2iKS,0.616,255773,0.705,4VJSwqmyH1g3TSOhUC2iKS,0.704,9,0.0692,-7.636,1,0.0351,92.019,4,https://api.spotify.com/v1/tracks/4VJSwqmyH1g3TSOhUC2iKS,audio_features,spotify:track:4VJSwqmyH1g3TSOhUC2iKS,0.419
67,0.0497,https://api.spotify.com/v1/audio-analysis/5vM8GpI04rVLp7m1gUHDRa,0.705,346267,0.854,5vM8GpI04rVLp7m1gUHDRa,0.877,4,0.0977,-8.167,0,0.0417,89.015,4,https://api.spotify.com/v1/tracks/5vM8GpI04rVLp7m1gUHDRa,audio_features,spotify:track:5vM8GpI04rVLp7m1gUHDRa,0.678
68,0.71,https://api.spotify.com/v1/audio-analysis/3lAEcWkOJQMx4jzFToxvQq,0.582,239453,0.774,3lAEcWkOJQMx4jzFToxvQq,0.911,0,0.113,-5.963,1,0.0378,100.014,4,https://api.spotify.com/v1/tracks/3lAEcWkOJQMx4jzFToxvQq,audio_features,spotify:track:3lAEcWkOJQMx4jzFToxvQq,0.532
69,0.505,https://api.spotify.com/v1/audio-analysis/1L2ekIrkFSIdVx6qxONrof,0.681,378480,0.664,1L2ekIrkFSIdVx6qxONrof,0.417,7,0.147,-7.852,1,0.0417,99.113,4,https://api.spotify.com/v1/tracks/1L2ekIrkFSIdVx6qxONrof,audio_features,spotify:track:1L2ekIrkFSIdVx6qxONrof,0.749
70,0.0477,https://api.spotify.com/v1/audio-analysis/3TMgLYja7l5anqTaji6TUs,0.628,263400,0.741,3TMgLYja7l5anqTaji6TUs,0.29,7,0.0802,-4.533,0,0.032,83.942,4,https://api.spotify.com/v1/tracks/3TMgLYja7l5anqTaji6TUs,audio_features,spotify:track:3TMgLYja7l5anqTaji6TUs,0.632
71,0.452,https://api.spotify.com/v1/audio-analysis/5EsVnqZ4WGvIsHkzGQyMEG,0.631,321440,0.577,5EsVnqZ4WGvIsHkzGQyMEG,0.822,11,0.0772,-11.918,0,0.0435,168.074,4,https://api.spotify.com/v1/tracks/5EsVnqZ4WGvIsHkzGQyMEG,audio_features,spotify:track:5EsVnqZ4WGvIsHkzGQyMEG,0.824
72,0.669,https://api.spotify.com/v1/audio-analysis/6CqToVNuBYHXvlzdQmZHJA,0.614,276333,0.438,6CqToVNuBYHXvlzdQmZHJA,0.577,2,0.118,-11.088,0,0.0404,95.081,4,https://api.spotify.com/v1/tracks/6CqToVNuBYHXvlzdQmZHJA,audio_features,spotify:track:6CqToVNuBYHXvlzdQmZHJA,0.641
73,0.0636,https://api.spotify.com/v1/audio-analysis/4bx7C5hmKNP4wh6tNkWs6t,0.676,316973,0.86,4bx7C5hmKNP4wh6tNkWs6t,0.314,0,0.12,-6.558,1,0.0455,88.334,4,https://api.spotify.com/v1/tracks/4bx7C5hmKNP4wh6tNkWs6t,audio_features,spotify:track:4bx7C5hmKNP4wh6tNkWs6t,0.87
